id,love,joy,surprise,anger,sadness,fear,comment
591858,,,,,,,Attached another refresh
1460473,x,,,,,,"Applied to trunk revision 987457.

Thanks Bob."
595759,,,,,,,[~acmurthy] did you commit to both branch-1.2 and branch-1?
366358,,,,,,,"First draft.  This just does the mapping in the constructor to the comparator.  We could do setNextReader, but I can't imagine it will really make much difference given the small number of items that we typically would expect to be elevated."
1124847,x,,,,,,I just committed this. Thanks Amareshwari!
773072,,,,,,,"I did NOT want to add a ""framework"", but rather *exactly* the opposite.
"
928234,,,,,,,HBASE-10079 now looks like a race in the tablename caching. Not related to the locking here.
894609,,,,,,,"Yes, for create/append"
351254,,,,,,,"I don't think this is a bug. CachedSqlEntityProcessor will execute the query only once and that is its USP. If you don't want the caching, then just use SqlEntityProcessor."
669039,x,x,,,,,"bq. Opened LUCENE-3595.

thanks! I committed this to trunk and backported to 3.x 

nice iterations.. ;) heavy committing "
385510,x,,,,,,"fixed in trunk...
thanks Henri!"
178520,,,,,,,"Closing issues which have been released.
"
758781,,x,,,,,"> I've reading the specification and can't find any reference to transient session in Node.lock(). Do you mean that Node.lock() don't modify transient session because it performs a Node.save() internally (there is no need to call save)?

whether an implementation internally calls save() is an implementation detail. ""there's no need to call save"" means that there are no transient modifications which need to be saved by the client.

> My english is a little bad an sometimes perhaps I don't use the correct words and can't express my ideas in the rigth way.

no problem, most committers and a lot of people on the list are non-native english speaking  ;-)"
646546,,,,,,,"I see what you mean; I didn't make the distinction between zero values and missing values.

But I am actually using a PreferenceInferrer that fills in 0 for missing values. When I do that, the break still happens before the other dimensions are included in the calculations of sumX or sumY."
1646809,,x,,,,,Hi Rich!  Thanks for taking the time to move forward on this.  I didn't have any JUnit problems at all with Maven2 when I installed it.  But clearly we're in a world of hard-to-replicate behaviors here. :)  What is the exact problem you're seeing?
839644,x,,,,,,"Passed tests and committed to trunk.  Thanks Charles!
"
876863,,,,,,,"The patch looks good to me. Some minors:

1. javadoc for two getINode() in SnapshotDiffList.java

2. We have DirectoryDiff, ChildrenDiff, Diff, SnapshotDiff, this is a little bit hard to follow. How about some renaming like SnapshotDiffForDirectory, SnapshotDiffForFile?

3. SnapshotDiff#combinePosterior(final D posterior, final BlocksMapUpdateInfo collectedBlocks)
   can be renamed to deletePosterior, or combineAndDeletePosterior, so as to distinguish with Diff#combinePosterior?
"
227774,x,x,,,,,"Ah great, thanks! 



"
558598,x,,,,,,+1 thanks. Don't forget to add line to CHANGES.txt when committing
906562,x,,,,,,"I have committed the patch for trunk.  Thanks, Tanping!"
1584626,,,,,,,"JB, do you expect problems when we upgrade Camel 2.10.0 to Spring 3.1.0 (and deploy it into Karaf 2.2.x)?
Because Camel leverage on the Karaf Spring feature, it will use Spring 3.0.x when running inside Karaf 3.0x and Spring 3.1.x when running in Karaf 3.0.x. 

IMO, when we can upgrade to Spring 3.1.0 without any modification, it should not a problem..."
903101,x,x,,,,,"Thanks a lot for fixing those issues, Alejandro. I re-ran all the tests I ran last night and everything worked great.

Additionally, I tried out test-patch.sh, which seemed to work flawlessly.

+1, patch looks good to me."
577994,,,,,,,"I can confirm this is not happening on Ubuntu 12.04 with OpenJDK 1.6.0_24.
Did anyone get a chance to look at this apparently Mac-specific issue?"
170864,,x,,,,,"I am perfectly fine with that.  It seems like more overhead, but I am fine either way."
738205,,,,,x,,"Here is a stronger/generalized version of this patch. Due to a lack to time on my part, this has not been compiled or tested, (sorry). Please test if you can David/Joachim."
720310,x,,,,,,Thanks for fixing it!
1036489,x,,,,,,"I now realize hadoop-1662 is required.
So i will wait.
Thanks."
252866,x,x,,,,,"Nice!  Thanks for adding nice debug logging, too :-) "
1612974,x,x,,,,,"Great! Thanks.

Aaron"
1078163,x,x,,,,,"ok,it works fine,thank you."
815415,x,,,,,,"Committed to trunk. Thanks, Sushanth!"
1073405,,,,,,,"Andrey,  I don't quite understand this patch.  For instance, you didn't mention bcprov above but you remove some references to it in build/make/components/extra.xml and build/make/deploy.xml and confusingly the patch doesn't remove build/make/components/extra/bcprov.xml ?

This seems a little inconsistent.  Perhaps I'm missing something.
"
485207,,,,,x,,"Ok, I just downloaded trunk and the patch is 99% the same with mine so I'll close the issue now...One comment though and sorry for nitpicking...Shouldn't the second constructor simply be ""this(patterns, null);"" or even better ""this(patterns, ""default"");"" ? In any case I can confirm it works - it just looks a bit ugly duplicating code like that... :) "
383797,,,,,,,I'll add resuableToken support to this patch.
1094013,x,,,,,,"That's great.  Thanks, Junping.  Then, I will first commit HADOOP-8820.b1.002.patch.  For the additional bug fixes, let's create a new JIRA since we also need to fix the code in trunk.
"
829697,x,,,,,,"[~shreepadma] thank you for working on it. 

Do you have plan when you submit a patch? I know it takes efforts to code and test in 4 different types of databases. 

Would you please release mysql version first? Then file a jira to follow up Postgres/Oracle/Derby. Just a suggestion for fast release but up to you to decide. 

thanks a lot again Tim"
871129,x,,,,,,"Thanks Uma for looking at the Jira.
I think it should work fine with BPOfferService#registrationSucceeded(..) synchronized.
Will post a patch soon after verifying it. "
775507,x,,,,,,"Hi Chris, could you add my username as initial developers for the Spark JIRA? Thanks."
1199755,,,,,,,Attachment FOP_BUG_page-number-citation.fo has been added with description: FO to reproduce bug.
1188240,,,,,,,"I commented out the ""jaasTest"" GBean since it seems to work fine without it.  If it's necessary then please uncomment it."
1075917,,,,,x,,Sorry that I think I missed some discussion in the mailing list. The implementation and test and BreakIterator is attached.
323229,x,,,,,,"Thanks for your review.

I've just committed."
1188438,x,x,,,,,"This works fine.  It probably could have been done in another Valve (like the policy conetxt valve), but this is a reasonable solution as well.  Thanks."
1627193,,,,,,,"I believe this is now fixed.  The test case itself was the problem - missing suffix of ULL or LL for unix, and UI64 or I64 for windows.

I am closing the issue."
183044,,,,,,,"Created an attachment (id=7238)
2nd repro.
"
593010,,,,,,,[~arpitgupta] thanks for helping narrow this down!
1074629,x,x,,,,,"looks fine, thank you, George."
877358,,,,,,,"On second thought, I removed the patch. This would just be working around the problem. I could live with a verdict that this dev environment is broken in some way that I'm just not seeing. Or, there is another option that avoids what looks like an enumeration over local addresses for reverse lookups (including virbr networks). Since this is all localhost testing, mocking the resolver is not unreasonable."
1684909,,,,,,,This is not a major issue
155850,x,,,,,,"I just committed this. thanks flavio.

"
281921,,,,,,,"Patch Commited, closing bug"
313255,,,,,,,"For quick reference.... 
autoPagingContent is the usage in question."
425641,,,,,,,Closing as a duplicate of ROL-1642.
571869,,,,,,,Duplicate of MYFACES-2970
172163,x,,,,,,"bq. I just committed this to trunk and branch-0.23. Thanks Derek!
Also branch-2."
751118,x,,,,,,"1. My feeling is that ""if (file.lastModified() < now + ACCESS_TIME_RESOLUTION)"" is not necessary, since the lastModified value will already be truncated to the system resolution, but I do not think it is harmful.

2. I chose to throw exception only if file.canWrite, because I was trying to minimise the impact of the change. It's not clear to me whether setLastModified might work when !file.canWrite. However, it certainly must work (because of GC) if file.canWrite. I would consider moving the canWrite test outside of the setLastModified call, similar to getRecordIfStored, it just wasn't necessary to fix the immediate problem.

3. Well, not swallowed exactly, but caught and converted to failure return code (-1) e.g. see BLOBInDataStore.getSize. In any case, the javadoc for Property.getLength/getLengths documents -1 as a possible ""failure"" return code, so it had to be tested. I think if Property.getLength/getLengths throws an exception, that is already correctly handled.

Thanks for the quick response.

"
570828,x,,,,,,thanks to Jakob Korherr for this patch
1442450,,,,,,,"Hi Charles, thanks for the confirmation... We will chat with Willem, I'm off today but will work for a couple of days this week...
Sergey

"
762126,,,,,x,,"Oh, sorry, will submit them tomorrow. Hmm, svn diff is really strange. Don't
know why the files were not included though I did the diff from the
src/java/o/a/c/jci dir."
475329,,,,,,,Fix checked in at revision 648768.  Thanks Xu.
972552,x,,,,,,"Integrated to 0.92, 0.94 and trunk.

Thanks for the patch, Chunhui.

Thanks for the review, Lars."
1016302,x,,,,,,"Committed to branch and trunk, thanks for the review Stack."
367415,,,,,,,Bulk close after 3.5 is released
1509354,,,,,,,Committed revision 1517592.
1031553,x,x,,,,,"Looks excellent.  Really sweet.

+ Where does the jar come from and whats its license?
+ The REST API  looks good.  Very RESTy.  There might be little nitpicks later but for it looks great.  How different is it from current REST.  Should the two be the same?  If not, how to deprecate the old?
+ The annotations look interesting.  Could their serializations be used in other contexts, the shell say?  Or -- warning -> crazy-thought coming -- somehow producing thrift IDL?
+ In hadoop/hbase, line lengths are < 80 chars (Your new classes are missing apache license, classes are missing comments describing what class is about, etc).
+ Is there anything we could do refactoring HTable say, so your modeling was easier?  Looks like lots of code in your Cell and Database controllers.   Should our client be taking on this model?
+ Can you add a note on how you've changed how REST works, high-level?

Thats all for now."
1405292,,,,,,,"Reattaching with ""grant license..."""
441958,,,,,,,This is a duplicate of QPID-2488
590157,x,,,,,,"Hi Chris,

Thanks for your detailed response.

Thanks,"
884943,x,x,,,,,The patch looks good to me. +1 pending Jenkins.
235413,,,,,,,Quickstart to demonstrate that I can't reproduce this.
1611541,,,,,,,"yes parseLedgerConfig did throw an IOException.

since the bug is found in hub server, topic can't be acquired due to hub server can't closing such kind ledger. if we don't add code in LedgerOpenOp, we have to find all such kind ledgers and handle them manually (maybe delete them). throwing IOException here is OK for me. but I am not sure do we need to keep backward compatibility to handle data/metadata produced by old version. what is your opinion?"
432975,,,,,,,"Patch applied in revision 1055819. 
"
372849,,,,,,,"Test cases for geomultidist() function.

Add this and SOLR.2155.p3.patch"
1145714,,,,,,,2633_20080122.patch: rewrite TestFsck so that MiniDFSCluster is shutdown properly between each test.
783869,x,,,,,,Thanks Daniel. We will get back on this as soon as we have the correct information. Thank you. 
684142,x,x,,,,,"bq. If you back-port this to 2.9, you can't use any of the java.util.concurrent.*
Very good point! - didn't thought about back porting at all.


bq. I'm not sure you need a separate SearcherHolder class - can't you re-use IndexReader's decRef/incRef?
I guess I did not see the simplicity the reader offers - blind due to  java.util.concurrent.* :)

bq. I think there are some thread safety issues.. 
this is weird - on my dev machine and in the patch it is not synchronized.. on the machine I run the tests it is. Anyway you are right.


I changed the code to be compatible with 2.9 using indexReaders.dec/incRef.. will attache in a minute


"
515501,x,,,,,,"Hi Leon,
thanks i'll take a look. Anyway i thought of refactoring this parsing mechanism, we can do better :-). 

Cheers
Sascha"
852981,,x,,,,,+1 Patch looks good
310439,,,,,,,"David, lgtm

Bryan, I believe assignee should be Erik as the author of initial version of patch, but I can't find him in drop box."
816973,x,,,,,,"Committed to trunk. Thanks, Navis!
[~thejas] I will recommend inclusion of this bug fix in 0.12 as well."
262551,,,,,,,Fixed in SCA Java 1.2 rc4.
197776,,,,,,,"Created an attachment (id=1333)
xml/xsl testcase for normalize-space-bug
"
1463473,,,,,,,"By default, the auth prompt is suppressed making this a rare issue, closing."
864980,x,,,,,,Committed. Thanks Yongqiang
327446,,,,,,,"Thanks for valuable idea. 

I haven't yet decided  the API for this. Once, I decide , I will publish it here . I would consider your valuable suggestion when designing API.  

Thanks 
Indika"
181238,,,,,,,The patches on XERCESJ-1365 supersede the ones attached here.
814982,x,,,,,,Thank you for the patch Xuefu! I have committed it to trunk!
1088508,x,,,,,,"Hi Steve, gentle reminder as per your instructions about reviewing this patch. Thanks!"
898774,,,,,,,"looks like the test-patch build ran before HADOOP-7753 was integrated in the snapshot build. I'll wait half an hour or so and retrigger this test-patch. Meanwhile, should be good to review."
652698,x,,,,,,"I rather we don't work on older versions.  If this is still an issue in 2.3.1, please submit a new patch for 2.3.1.  Thanks."
833905,,,,,,,yes
876803,x,,,,,,"I've just committed this to the HDFS-347 branch.

Thanks a lot for the contribution, Colin."
965152,x,,,,,,"Committed to branch and trunk, thanks Gab!"
1024533,x,,,,,,Applied branch.  Resolving.  Thanks for the patch Gary.
1529939,,,,,,,dupe CB-675. See my latest comment there regarding Cordova 2.1.0
1614062,,,,,,,"If removing leads to the reduced coverage, then I am not a happy camper."
1473279,,,,,,,"There have been changes to the method updateCurrentIterator() between these
versions that we need, so we can't just reverse the change. I'd love to fix any
bug that can be identified cleanly. For now though I'm placing this in NEEDINFO
awaiting a test case."
590787,x,,,,,,"Thanks, Karthik!  I committed this to trunk, branch-2, and branch-2.1-beta."
1713110,,,,,,,Enabled garbage collection on transient and durable queue message managers.  Also added a check on capacity limit before removing idle containers.
1696014,,,,,,,"We found the root cause of the problem. Will add a patch

"
691207,,,,,,,"Jason,

did you get a chanse to try this out? It seems to work fine for me and I plan to pop it in the trunk in a few days. I think I'll have to add a warning of some kind in runtime though as it could slow down the index a bit if the reader is way fragmented."
1171357,,,,,,,fix the launch console message
1038733,,,,,,,"Yes, bytes + comparator would work fine for jaql.  Preferably, it would be the same comparators that are already used by the sort code, which work on serialized bytes (but also on WritableComparables, so that might be a problem).  If these comparators are inconsistent, then the sort in map/reduce will not work properly.  I think it is ok to document the transitivity requirement, but I don't see how you can enforce it in any way.  Different key types are fine, as long as the comparator knows how to handle them.  If you can't reuse the same comparator interface, I can always implement my comparisons in another place, but I already have two of them (one in the WritableComparable, and one in the Comparator).

I don't see how column families and the key comparator are related, except that they are both table-level metadata. Yes, I agree that a single comparator would be used for the entire table.
"
603568,,,,,x,,"Sorry to come in late.
Some clarifications:
# MR1 JT kills all running tasks on a TT when it's deemed 'lost'.
# It also kills all completed maps on that TT for 'active' jobs.
# The tasks are marked KILLED rather than FAILED and thus don't count towards the job, which is correct since it wasn't the job's fault.

Hope this helps."
1455558,,,,,,,"I'm excited to see progress being made here, but I have to agree with Joan, the security of this concerns me, even with the new sandbox.js you're putting together."
676512,,,,,,,"Uwe: I don't interpret it that way!

I don't think our indexinputs should be doing writes!"
234032,,,,,,,model objects were not serializable
1210112,,,,,,,duplicate of FLUME-1475
685695,,x,,,,,"Looks good.

bq. I didn't add Version to StopFilter nor StopAnalyzer; I think it's better to up-front require the ""enablePositionIncrements"" to their ctors.

I would add it to StopAnalyzer, StopFilter is not so important (because low-level). But that's my opinion."
1607390,,,,,,,"We have fixed this in the twitter fork. You can review the fix at 

https://github.com/twitter/bookkeeper/commit/a48472911b176d75905399e7c32bb782f3564b83

If you are fine with the change, I will submit this as a patch."
691923,,,,,x,,"Strange things going on. With Google Chrome, uploading patch files corrupts the file. With MSIE it worked. Sorry for the noise. Yesterday it worked normally..."
898610,,,,,,,Attached patch
1557072,x,,,,,,"committed, thanks!"
696708,,,,,,,Adds docid Field to the index for EnwikiDocMaker
1324575,x,,,,,,Re font size: sounds reasonable. Thanks.
797778,x,x,,,,,"Oh, well. Many thanks, anyways

Oleg"
462316,,,,,,,"Yes, I missed this basic case. Thanks for pointing out. I will cancel this patch."
575599,,,,,x,,"Sorry, I use JDK 1.4.2_06 and not 1.4.1 :)"
443959,x,,,,,,Hi Aidan can you take care of this when you do QPID-1010. Thanks
291850,,,,,,,patches applied revision 434193
1064712,,,,,,,"Attached fix patch.
"
360225,,,,,x,,Fixed the bug description - sorry for the noise
166330,x,x,,,,,"+1. Patch looks good. Thanks Jian, and Zhijie, Bikas for the reviews."
1460174,x,x,,,,,"That looks great, thanks! I replicated the database but can't figure out how to start the CouchApp, can you help? Cheers, Chris."
1721826,x,,,,,,Committed. Thanks Yusaku!
507405,,,,,,,"I had almost the same interface for the command-line option in mind, but sticking to the previous formats for specifying the id:

./wmgr-client --url http://localhost:9001 --operation --getWorkflowInstMet --id <workflowInstId>

And in return, display the values in the format as you suggested above.

"
913211,,,,,,,submit patch
673028,,,,,,,Committed revision 1128830 to trunk. I will now backport to 3x.
456635,,x,,,,,Committed to trunk. Thanks Mathias!
1592674,,,,,,,"The ASF is going to get the document signed this week, will keep you posted."
1455466,,,,,x,,"> Alexander Shorin Not quite, I propose that the URLs remain the same. Merely the source code gets moved around. On release-packaging time, jquery.couch.js is pulled in from the other repo. 

I mean in long term vision (e.g. for CouchDB 3.0+). It's oblivious that for 2.x it will also available by old URL and new one (if any). But ok.

> jquery.js should stay the way it is as long as we ship Futon.
So when we replacing Futon with Fauxton (this will happens anyway) we also stops shipping with jquery.couch.js and his deps, correct? I want to clarify this moment since it is the main of this issue and to be sure that we all thinks about the same.

Sorry for such persistent questions! Thanks(:"
1165205,,,,,,,"This is my fault, didn't try other profiles, yarn was broken as well. Works now."
1039900,,,,,,,"'count' is protected by 'lock', also extract() and removeAt(),  and before invoking extract() and removeAt(), there has check to make sure 'count' not zero.
So I can't see any chance that 'count' could be invalidate in extrac() and removeAt()."
475310,x,,,,,,"Thanks Pi.  I do not think there is any special tricks besides those with
Linux (such as you will need ant, junit, java, svn, etc).  If you want, you
can also send me your pig.jar and then I will try it out for you.

Best regards,
Xu


org.apache.pig.impl.logicalLayer.parser.QueryParser.Expr(QueryParser.java:373>>
)

"
1069999,,,,,,,I'm trying to conditionally hook this into the build so we can get it into SVN and go from there
821707,,,,,,,This patch effectively reverts the HIVE-4688 change. The NPE is fixed in VectorizedRowBatch by HIVE-4758.
913188,x,,,,,,"Hi Hairong, the speedups you measured with this patch are very impressive.  It would be great to have it included in the system.

The patch still applied successfully to current trunk when I tried it.  So can you please go ahead and ""submit patch"" so we see how it does with test-patch?  And I'll review it, and try to get someone else to also.  Thanks!"
802537,,,,,,,"I believe this is a duplicate of HTTPCORE-328

Oleg"
960663,x,,,,,,"Integrated to 0.94

Thanks for the backport, Jeff.

Thanks for the review, Lars."
383550,,,,,,,Committed revision 771270.
451442,,,,,,,"missed encoding for non-array request parameters.

It doesn't look like I can remove previously attached files.  Whoever is reviewing the code  should use the latest patch."
219827,,,,,x,,Sorry clicked the wrong button. Its intended for inclusion.
209475,x,x,,,,,"Did you set:

struts.devMode=false
struts.configuration.xml.reload=false 

This did the trick for me :)
"
602004,,,,,,,"Can you please address the findbugs warning. (inconsistent synchronization)

I did a quick look at your patch and I am a bit confused by the implementation of setSignaled.  I realize that you did not really change the code at all, but is there a reason that the parameter is ignored?  If you don't know I can look into it myself."
1586226,x,,,,,,"Committed r1146903
Thanks Jonas for the patch."
757179,,,,,,,Please re-open if necessary.
1150558,x,,,,,,"I just committed this.  Thanks, Prachi!"
1087415,,,,,,,"Great, thank you for the commit Harsh!

Mitch, thank you for providing the detailed bug report.
"
579578,x,,,,,,"Hi.

The code above is a copy of the CharsetUtil class just run within a Junit Test case.  There is no exception other than junit.framework.AssertionFailedError.  Are you able to reproduce the error?

Thanks

Richard"
346932,x,,,,,,Thanks Jarcec - that clarifies.
1076648,x,,,,,,"Oh, how this warms my heart to see this...

Thanks Daniel - I know you've worked hard on this :)"
1121672,x,,,,,,"I committed this. Thanks, Jay!"
1511310,,,,,,,"reopening issue for a partial revert as requested by Tsuy, see http://mail-archives.apache.org/mod_mbox/incubator-clerezza-dev/201009.mbox/%3CAANLkTikODvHWEzyUzsseJ7nZWjUDFhri6qKxjBmiS9WF@mail.gmail.com%3E"
1535412,x,,,,,,"Committed, thanks"
716251,,,,,,,"Created an attachment (id=7421)
patch to o.a.c.l.SystemUtils.java. Modified declaration order.
"
1602714,,,,,,,"Hmm - it seems that the patch cannot be applied on a few files - e.g. the CxfEndpoint.java patch. As it seems your patch is against an old version of the code?

e.g. your patch uses the line

{code}
  * @version $Revision$
{code}

when trunk is

{code}
 * @version $Revision: 563665 $
{code}

Any chance you could do an 'svn update' to ensure you are using the latest/greatest trunk, then create the patch again please? As right now I cant apply it"
1582709,x,,,,,,"I'll look into the namespace handler. Thanks.

Yes, I should have added the different event handling support to the TODO above. I need to think more about this and look into the camel code a bit more. Using just the endpoint api, I couldn't create routes on the fly, hence the polling consumer approach.

I'll keep hacking away at in in my toolbox when customer needs dictate.

Am I missing something in your approach, how would I do this then in the XML DSL using your approach?

I think virtual routing is a known limitation of Camel when you start to deploy large scale systems. Out of curiosity have you seen camel ever been deployed with 1000's of routes (and/or routes files)? I think this would have FD and thread overkill problems. Everything repeats itself :)

"
726603,x,,,,,,Thanks for the patch. Committed to 0.8.
1087361,x,x,,,,,+1. Looks god. Thanks for making it better.
1191038,,,,,x,,"Hello, 

Sure you are right here, I didn't make myself clear enough Im sorry.

As you (and RFC959) say, when we are sending the file we should transform to NVT-ASCII but not when we are receiving the file. In this second case, i think that the expected behaviour is that the text message be written to a file with the default line separator for the platform.    
 
   The sender converts the data from an internal character
            representation to the standard 8-bit NVT-ASCII
            representation (see the Telnet specification).  The receiver
            will convert the data from the standard form to his own
            internal form.


Actually , according to the spec before a RETR ASCII operation is transformed we should be converting the charset to ASCII , for our machine could be using EBCDIC  to store files and clients are supposed to expect that files are encoded in NVT-ASCII.

So I don't know ... Any way, this has little priority for me (until someone using a non-ascii-compatible encoding complains) so we could leave this for the future. Any way I don't like ASCII mode for it breaks  the 'REST' command. My implementation only supports binary mode.




 "
518233,,,,,,,"Done at revs 946320 and 946321 

thanks Blas"
694813,,,,,,,"Just curious, how did you solve the split packages issues and invalid symbolic names with some Lucene modules? I can't see it in the parent pom."
732456,,,,,,,"Fixed, eventhough these are commented out."
1429456,,,,,,,"AfterDeploymentValidation#addDeploymentProblem failed.
since we have DELTASPIKE-262, we should just enable it again for v0.4."
978320,x,,,,,,Thanks for the review Andrew!
1158126,x,,,,,,"I just committed this.  Thanks, Sanjay!"
698805,,,,,,,Brings this patch back up to trunk level.
901903,,,,,,,"Remove from 0.20.205, in hopes that HDFS-2342 did indeed fix TestHdfsProxy.testHdfsProxyInterface."
467290,x,,,,,,"Hi, Gianmarco,
Thanks for your concern. Actually we need one additional step to make bin/pig work. We shall copy $PIG_HOME/build/pig-0.8.0-dev.jar to $PIG_HOME/pig-0.8.0-core.jar. This will be handled in ant's ""package"" target when releasing. But if you check out from svn, we will do this additional step to work with bin/pig."
244234,,,,,,,Attached image showing blip padding in the Google Wave client.
258738,,,,,,,Thanks for the patch Greg. Applied at r1153789
1351739,,,,,,,"I changed my mind and resolved DIRMINA-82, and therefore we don't need to fix this issue anymore."
1601342,,,,,,,Applied patch with thanks to William.
544652,,,,,,,"Further optimized caching in KernelNodeStore a bit in revision: 1450145

The test now just runs for a very long time (with -Xmx128m) and didn't run out of memory so far on my machine. Though, it is still working on 51200 child nodes after it reported '25600 nodes in 1440293 ms'."
833158,,,,,x,,"Carl - Sorry I missed that though I did see it on the logs 2x, the other being this one. Fixed in this patch."
1523371,,,,,,,"I can't reproduce this error.  I also can't properly navigate in your example since the UI doesn't properly work on a Nexus 4.  Tried on the Nexus 10, but your splash screen took too long."
1395382,,,,,,,"Closing as a duplicate of DERBY-3061, which is fixed in Derby 10.3.2.1."
513027,,,,,x,,Sorry I put a comment here which was for another issue (tired as said already)
745870,,x,,,,,The fknames patch looks good!
825434,x,,,,,,Committed. Thanks Navis
663127,x,,,,,,Thanks Scott. git formatted patches are fine in my opinion: lets get this fixed
1699005,,,,,,,"Nathan,

I have not been able to get the time to run the other tests.  However, I did try changing the timeoutwait.  I set it to 10000 as suggested.  The test failed as it did before.  I then decided to change it to an unrealistic number 60000.  The program died as it did before.  Whats interesting with this test is that it did not even run for a minute.  As such I dont think changing this value had any impact on the problem."
1060472,,,,,x,,"Nadya,
Thanks a lot for applying the patch. The changes are on the site. Everything looks the way it should. IMHO, we should close the issue now. 

P.S. forgot to mention other changes. Sorry. Will be more attentive in future.
"
1712155,x,,,,,,Patch applied!  Thanks.
662724,,,,,,,I commented out the assertion for this test ... it's not valid.
290793,,,,,,,"Have a look at current svn head, i have changed the styling stuff of the component, with this approach it should work now.
Just specify the ""style"" attribute and give it a width value. 

I also have had a look at how we can influence the default Dojo styling stuff and have updated the wiki on this:

http://wiki.apache.org/myfaces/InputSuggestAjax

Can you test it if it works for you?



"
1050218,,,,,,,"Thanks Sian.

Patch applied in SECURITY modulke and third party notices file at repo revision r543463.

Please check it was applied as you expected.
"
1049580,x,,,,,,Would you please try the patch? Thanks very much!
144827,x,,,,,,"Rakesh,
 The patch looks good to me. Ill wait for hudson to check this in. We are good to go for 3.4 RC now! Thanks Rakesh!"
864808,x,,,,,,Committed. Thanks a lot very much Ashish!!
479828,,,,,,,"I'm afraid one can't extract the text from the given pdfs. Both are using fonts with a non human readable encoding and as there isn't included any mapping, you'll get rubbish instead of the text. Even the acrobat reader can't extract the text."
1173057,,,,,,,any progress on this issue?
1557184,,,,,,,"Split out some fixes to the SSTII bytes tracker getting out of sync w/ the underlying stream, and did some cleanup to make the streamed/file versions less divergent.

Also adds parallel compaction testing to LazilyCompactedRowTest.

CliTest and DefsTest generate compaction loads (in DefsTest's case, on the Migrations CF -- haven't dug into CliTest as much) that break w/ parallel enabled, although the test doesn't actually fail (argh).

Haven't figured out what's causing that, and haven't come up with a way to reproduce in a ""real"" test yet.  The DefsTest does mix lazy/nonlazy iteration in the merge, which may be relevant.

bq. I'm also no proposing to complicate things.  

You're right, poor choice of words on my part.

Latest gives the merge executor a SynchronousQueue.  I think that's a better way to cut worst-case, than the Deserializer, for the reason given previously.

bq. 'if...instanceof' business is a bit error prone/ugly

Agreed. Added getColumnCount + reset to ICountableColumnIterator sub-interface.

bq. say how multithreaded_compaction is different from concurrent_compactors and that multithread_compaction is likely only useful for SSDs in cassandra.yaml

done

bq. The bytesRead ""race"" should also be fixed in CompactionIterable

done

bq. I would have put the code in CompactedRow.close() at the end of the LCR.write() instead of adding a new method, as it avoids forgetting calling close 

I did consider that, but it feels weird to me to have write implicitly call close.  I guess we could just change the method name? :)

bq. We can make PreCompactedRow.removeDeletedAndOldShards a public method and use it in PCI.MergeTask

done"
664122,,,,,,,"Hi Koji,

bq. I changed 0.26632088 to 0.86791086 in WeightedFragListBuilderTest and use prettify in package.html in the patch. 

Ups, yes, sure that's perfectly fine with me. I forgot to update the test when I removed the Math.pow from the formula. Sloppy me!        "
1580667,,x,,,,,Good suggestion Claus and thanks Alexander for the fast realization.
343726,,,,,,,"Hi Florent, where is the code you extracted?"
1611174,x,,,,,,"committed as 1307725. thanks for Ivan's improvement, thanks Flavio for reviewing."
346850,x,,,,,,Committed to sqoop2. Thanks Jarcec!
778485,,x,,,,,Much obliged! Thank you! :)
148474,x,,,,,,I just committed this. Thanks pat!
1665031,,,,,,,Attached a patch that adds a flag for opt-in and adds a test
253964,,,,,,,reopened for fixVersion
913996,,,,,,,Attaching a patch that adds javadoc in the FileSystem class.
1445709,x,,,,,,"

I've now ported the fix to 2.0.4 and deployed  a new snapshot.   Could someone give it a try to make sure it really is fixed so that we can close this off for 2.0.4?

Thanks!"
793682,x,,,,,,Thanks!
604108,x,x,,,,,"+1 The patch looks good to me.
I will commit this later."
347886,x,,,,,,"Patch is in.  Thanks, Jarcec."
223149,,,,,,,I didn't have time to work on this yet ...
1093800,,,,,,,I attached a patch to add one test for plaintext.
331092,,,,,x,,"Sorry, I miss. This bug is same STR-2372. I change resolution to INVALID. "
1154691,x,,,,,,"Attached patch for review... 

Christian could you see if this works for you? Thanks!"
336066,,,,,,,"Created an attachment (id=3493)
Patch to validator-rules.xml for bug
"
1721158,x,,,,,,Committed.  Thanks John.
1085288,,,,,x,,This was my accident.  I had the wrong JIRA opened.  This should have been filed against Apache Drill.  Opened DRILL-146 instead.  Sorry
1047897,,,,,,,"Thanks Imran.

Fixed in LUNI module at repo revision r568966.

Please check it was fixed as you expected.
"
1204000,,,,,,,change status from ASSIGNED to NEW for consistency
1666083,,,,,,,[~thiru_mg] - thanks for the patch! Looking forward to it landing in 1.7.0
1522457,,,,,x,,Sorry I forgot to mention: This is for the future branch!
1504416,,,,,,,closing since 4.1.0 is now released
1151891,,,,,,,First cut at a patch for bin/hadoop
1003637,x,,,,,,Committed to 92 branch and trunk.  Thanks for review stack.
415725,x,,,,,,"patch applied.

thanks!
"
650567,,,,,,,The inline patch came out garbled. Same patch attached.
1575695,,x,,,,,"+1 This patch looks good. Let's remove from 0.4, and work on a better implementation on 0.5"
1061188,,,,,x,,Missed 2 new files - sorry !
727466,,,,,,,Quick fix to interchange the order of constructor arguments of ClientIdAndTopic.
1610933,,,,,,,attach a patch fix NPE in debug message.
