id,love,joy,surprise,anger,sadness,fear,comment
48151,,,,,,,Duplicate of TAPESTRY-1988.
48151,,,,,,,Duplicate of TAPESTRY-1988.
48151,,,,,,,Duplicate of TAPESTRY-1988.
48151,,,,,,,Duplicate of TAPESTRY-1988.
48779,x,x,,,,,Thanks for the issue / steps to resolve. Pretty much did what you said verbatim. (as it worked out on the other regexp issue)
48779,x,,,,,,Thanks for the issue / steps to resolve. Pretty much did what you said verbatim. (as it worked out on the other regexp issue)
48779,x,,,,,,Thanks for the issue / steps to resolve. Pretty much did what you said verbatim. (as it worked out on the other regexp issue)
48779,x,x,,,,,Thanks for the issue / steps to resolve. Pretty much did what you said verbatim. (as it worked out on the other regexp issue)
48875,,,,,,,This works great for me; but it has demonstrated another issue when some Tapestry's script files try to use the clientId in order to create javascript identifiers for variables. I'll open a new issue describing this.
48875,,,,,,,This works great for me; but it has demonstrated another issue when some Tapestry's script files try to use the clientId in order to create javascript identifiers for variables. I'll open a new issue describing this.
48875,x,,x,,,x,This works great for me; but it has demonstrated another issue when some Tapestry's script files try to use the clientId in order to create javascript identifiers for variables. I'll open a new issue describing this.
48875,x,,,,,,This works great for me; but it has demonstrated another issue when some Tapestry's script files try to use the clientId in order to create javascript identifiers for variables. I'll open a new issue describing this.
48885,,,x,,,,I'm working with Liferay 5.1.2 / Tapestry 4.0.2 and that patch did not work for me. The IllegalStateException I obtain is thrown by service method of AbstractEngine: Error producing exception report: java.lang.IllegalStateException ERROR [STDERR] Session id : ERROR [STDERR] ERROR [STDERR] java.lang.IllegalStateException ERROR [STDERR] com.liferay.portlet.StateAwareResponseImpl.setRenderParameter(StateAwareResponseImpl.java:154) ... ERROR [[RP]] Servlet.service() for servlet RP threw exception [exec] java.lang.IllegalStateException Code: @InjectObject('service:tapestry.portlet.ActionResponse') public abstract javax.portlet.ActionResponse getActionResponse(); getActionResponse().sendRedirect(Portal-Login-Url); The Exception is thrown; but the redirect still works and every action done before seems to be rolled back (redirect to Portal-Login works; but Portlet-Login not) So i modified the service method of AbstractEngine to catch IllegalStateException: public void service(WebRequest request; WebResponse response) throws IOException { ... catch (PageRedirectException ex) { ?•?ä?•?ä?•?ä?•?ähandlePageRedirectException(cycle; ex); } catch (RedirectException ex) { ?•?ä?•?ä?•?ä?•?ähandleRedirectException(cycle; ex); } catch (StaleLinkException ex) { ?•?ä?•?ä?•?ä?•?ähandleStaleLinkException(cycle; ex); } catch (StaleSessionException ex) { ?•?ä?•?ä?•?ä?•?ähandleStaleSessionException(cycle; ex); } //New catch(IllegalStateException ex) { ?•?ä?•?ä?•?ä?•?ä?•?ähandleIllegalStateException(cycle; ex); } ... I know; thats not the ideal solution; but it works with Liferay.
48885,,,,,x,,I'm working with Liferay 5.1.2 / Tapestry 4.0.2 and that patch did not work for me. The IllegalStateException I obtain is thrown by service method of AbstractEngine: Error producing exception report: java.lang.IllegalStateException ERROR [STDERR] Session id : ERROR [STDERR] ERROR [STDERR] java.lang.IllegalStateException ERROR [STDERR] com.liferay.portlet.StateAwareResponseImpl.setRenderParameter(StateAwareResponseImpl.java:154) ... ERROR [[RP]] Servlet.service() for servlet RP threw exception [exec] java.lang.IllegalStateException Code: @InjectObject('service:tapestry.portlet.ActionResponse') public abstract javax.portlet.ActionResponse getActionResponse(); getActionResponse().sendRedirect(Portal-Login-Url); The Exception is thrown; but the redirect still works and every action done before seems to be rolled back (redirect to Portal-Login works; but Portlet-Login not) So i modified the service method of AbstractEngine to catch IllegalStateException: public void service(WebRequest request; WebResponse response) throws IOException { ... catch (PageRedirectException ex) { ?•?ä?•?ä?•?ä?•?ähandlePageRedirectException(cycle; ex); } catch (RedirectException ex) { ?•?ä?•?ä?•?ä?•?ähandleRedirectException(cycle; ex); } catch (StaleLinkException ex) { ?•?ä?•?ä?•?ä?•?ähandleStaleLinkException(cycle; ex); } catch (StaleSessionException ex) { ?•?ä?•?ä?•?ä?•?ähandleStaleSessionException(cycle; ex); } //New catch(IllegalStateException ex) { ?•?ä?•?ä?•?ä?•?ä?•?ähandleIllegalStateException(cycle; ex); } ... I know; thats not the ideal solution; but it works with Liferay.
48885,,,,,,,I'm working with Liferay 5.1.2 / Tapestry 4.0.2 and that patch did not work for me. The IllegalStateException I obtain is thrown by service method of AbstractEngine: Error producing exception report: java.lang.IllegalStateException ERROR [STDERR] Session id : ERROR [STDERR] ERROR [STDERR] java.lang.IllegalStateException ERROR [STDERR] com.liferay.portlet.StateAwareResponseImpl.setRenderParameter(StateAwareResponseImpl.java:154) ... ERROR [[RP]] Servlet.service() for servlet RP threw exception [exec] java.lang.IllegalStateException Code: @InjectObject('service:tapestry.portlet.ActionResponse') public abstract javax.portlet.ActionResponse getActionResponse(); getActionResponse().sendRedirect(Portal-Login-Url); The Exception is thrown; but the redirect still works and every action done before seems to be rolled back (redirect to Portal-Login works; but Portlet-Login not) So i modified the service method of AbstractEngine to catch IllegalStateException: public void service(WebRequest request; WebResponse response) throws IOException { ... catch (PageRedirectException ex) { ?•?ä?•?ä?•?ä?•?ähandlePageRedirectException(cycle; ex); } catch (RedirectException ex) { ?•?ä?•?ä?•?ä?•?ähandleRedirectException(cycle; ex); } catch (StaleLinkException ex) { ?•?ä?•?ä?•?ä?•?ähandleStaleLinkException(cycle; ex); } catch (StaleSessionException ex) { ?•?ä?•?ä?•?ä?•?ähandleStaleSessionException(cycle; ex); } //New catch(IllegalStateException ex) { ?•?ä?•?ä?•?ä?•?ä?•?ähandleIllegalStateException(cycle; ex); } ... I know; thats not the ideal solution; but it works with Liferay.
48885,,,,x,x,,I'm working with Liferay 5.1.2 / Tapestry 4.0.2 and that patch did not work for me. The IllegalStateException I obtain is thrown by service method of AbstractEngine: Error producing exception report: java.lang.IllegalStateException ERROR [STDERR] Session id : ERROR [STDERR] ERROR [STDERR] java.lang.IllegalStateException ERROR [STDERR] com.liferay.portlet.StateAwareResponseImpl.setRenderParameter(StateAwareResponseImpl.java:154) ... ERROR [[RP]] Servlet.service() for servlet RP threw exception [exec] java.lang.IllegalStateException Code: @InjectObject('service:tapestry.portlet.ActionResponse') public abstract javax.portlet.ActionResponse getActionResponse(); getActionResponse().sendRedirect(Portal-Login-Url); The Exception is thrown; but the redirect still works and every action done before seems to be rolled back (redirect to Portal-Login works; but Portlet-Login not) So i modified the service method of AbstractEngine to catch IllegalStateException: public void service(WebRequest request; WebResponse response) throws IOException { ... catch (PageRedirectException ex) { ?•?ä?•?ä?•?ä?•?ähandlePageRedirectException(cycle; ex); } catch (RedirectException ex) { ?•?ä?•?ä?•?ä?•?ähandleRedirectException(cycle; ex); } catch (StaleLinkException ex) { ?•?ä?•?ä?•?ä?•?ähandleStaleLinkException(cycle; ex); } catch (StaleSessionException ex) { ?•?ä?•?ä?•?ä?•?ähandleStaleSessionException(cycle; ex); } //New catch(IllegalStateException ex) { ?•?ä?•?ä?•?ä?•?ä?•?ähandleIllegalStateException(cycle; ex); } ... I know; thats not the ideal solution; but it works with Liferay.
49357,,,,,,,patches applied
49357,,,,,,,patches applied
49357,,,,,,,patches applied
49357,,,,,,,patches applied
49361,,,,,,,Much cleared exception now .... org.apache.hivemind.ApplicationRuntimeException Component BadInjectComponent/border is not assignable to type org.apache.tapestry.html.Body. location: Annotation @org.apache.tapestry.annotations.InjectComponent(value=border) of public abstract org.apache.tapestry.html.Body pages.BadInjectComponent.getBorder() Stack Trace: ?•?ä?•?ä?•?ä?•?ä* org.apache.tapestry.TapestryUtils.getComponent(TapestryUtils.java:301) ?•?ä?•?ä?•?ä?•?ä* $BadInjectComponent_0.finishLoad($BadInjectComponent_0.java) ?•?ä?•?ä?•?ä?•?ä* org.apache.tapestry.pageload.PageLoader.constructComponent(PageLoader.java:470) ?•?ä?•?ä?•?ä?•?ä* org.apache.tapestry.pageload.PageLoader.loadPage(PageLoader.java:639) ?•?ä?•?ä?•?ä?•?ä* $IPageLoader_1066542252f.loadPage($IPageLoader_1066542252f.java) ?•?ä?•?ä?•?ä?•?ä* $IPageLoader_10665422530.loadPage($IPageLoader_10665422530.java) ?•?ä?•?ä?•?ä?•?ä* org.apache.tapestry.pageload.PageSource.getPage(PageSource.java:118)
49361,,x,,,,,Much cleared exception now .... org.apache.hivemind.ApplicationRuntimeException Component BadInjectComponent/border is not assignable to type org.apache.tapestry.html.Body. location: Annotation @org.apache.tapestry.annotations.InjectComponent(value=border) of public abstract org.apache.tapestry.html.Body pages.BadInjectComponent.getBorder() Stack Trace: ?•?ä?•?ä?•?ä?•?ä* org.apache.tapestry.TapestryUtils.getComponent(TapestryUtils.java:301) ?•?ä?•?ä?•?ä?•?ä* $BadInjectComponent_0.finishLoad($BadInjectComponent_0.java) ?•?ä?•?ä?•?ä?•?ä* org.apache.tapestry.pageload.PageLoader.constructComponent(PageLoader.java:470) ?•?ä?•?ä?•?ä?•?ä* org.apache.tapestry.pageload.PageLoader.loadPage(PageLoader.java:639) ?•?ä?•?ä?•?ä?•?ä* $IPageLoader_1066542252f.loadPage($IPageLoader_1066542252f.java) ?•?ä?•?ä?•?ä?•?ä* $IPageLoader_10665422530.loadPage($IPageLoader_10665422530.java) ?•?ä?•?ä?•?ä?•?ä* org.apache.tapestry.pageload.PageSource.getPage(PageSource.java:118)
49361,,,,,,,Much cleared exception now .... org.apache.hivemind.ApplicationRuntimeException Component BadInjectComponent/border is not assignable to type org.apache.tapestry.html.Body. location: Annotation @org.apache.tapestry.annotations.InjectComponent(value=border) of public abstract org.apache.tapestry.html.Body pages.BadInjectComponent.getBorder() Stack Trace: ?•?ä?•?ä?•?ä?•?ä* org.apache.tapestry.TapestryUtils.getComponent(TapestryUtils.java:301) ?•?ä?•?ä?•?ä?•?ä* $BadInjectComponent_0.finishLoad($BadInjectComponent_0.java) ?•?ä?•?ä?•?ä?•?ä* org.apache.tapestry.pageload.PageLoader.constructComponent(PageLoader.java:470) ?•?ä?•?ä?•?ä?•?ä* org.apache.tapestry.pageload.PageLoader.loadPage(PageLoader.java:639) ?•?ä?•?ä?•?ä?•?ä* $IPageLoader_1066542252f.loadPage($IPageLoader_1066542252f.java) ?•?ä?•?ä?•?ä?•?ä* $IPageLoader_10665422530.loadPage($IPageLoader_10665422530.java) ?•?ä?•?ä?•?ä?•?ä* org.apache.tapestry.pageload.PageSource.getPage(PageSource.java:118)
49361,,,,,,X,Much cleared exception now .... org.apache.hivemind.ApplicationRuntimeException Component BadInjectComponent/border is not assignable to type org.apache.tapestry.html.Body. location: Annotation @org.apache.tapestry.annotations.InjectComponent(value=border) of public abstract org.apache.tapestry.html.Body pages.BadInjectComponent.getBorder() Stack Trace: ?•?ä?•?ä?•?ä?•?ä* org.apache.tapestry.TapestryUtils.getComponent(TapestryUtils.java:301) ?•?ä?•?ä?•?ä?•?ä* $BadInjectComponent_0.finishLoad($BadInjectComponent_0.java) ?•?ä?•?ä?•?ä?•?ä* org.apache.tapestry.pageload.PageLoader.constructComponent(PageLoader.java:470) ?•?ä?•?ä?•?ä?•?ä* org.apache.tapestry.pageload.PageLoader.loadPage(PageLoader.java:639) ?•?ä?•?ä?•?ä?•?ä* $IPageLoader_1066542252f.loadPage($IPageLoader_1066542252f.java) ?•?ä?•?ä?•?ä?•?ä* $IPageLoader_10665422530.loadPage($IPageLoader_10665422530.java) ?•?ä?•?ä?•?ä?•?ä* org.apache.tapestry.pageload.PageSource.getPage(PageSource.java:118)
49721,,,,,,,It's actually been in there (in jakarta.apache.org/tapestry/current and in CVS) for a while.
49721,,,,,,,It's actually been in there (in jakarta.apache.org/tapestry/current and in CVS) for a while.
49721,,,,x,,,It's actually been in there (in jakarta.apache.org/tapestry/current and in CVS) for a while.
49721,,,,,,,It's actually been in there (in jakarta.apache.org/tapestry/current and in CVS) for a while.
49893,x,,,,,,Fixed - thanks!
49893,x,,,,,,Fixed - thanks!
49893,x,,,,,,Fixed - thanks!
49893,x,,,,,,Fixed - thanks!
50449,,,,,,,Does not occurs on Firefox or Curl. Probably a Chrome problem.
50449,,,,,,,Does not occurs on Firefox or Curl. Probably a Chrome problem.
50449,,,x,,,,Does not occurs on Firefox or Curl. Probably a Chrome problem.
50449,,,,,,,Does not occurs on Firefox or Curl. Probably a Chrome problem.
50483,,,,,,,Integrated in tapestry-trunk-freestyle #511 (See [https://builds.apache.org/job/tapestry-trunk-freestyle/511/]) ?•?ä?•?ä?•?ä?•?äTAP5-1628 minor rewording (javadoc only) bobharner : http://svn.apache.org/viewcvs.cgi/?root=Apache-SVN&view=rev&rev=1167084 Files : * /tapestry/tapestry5/trunk/tapestry-core/src/main/java/org/apache/tapestry5/corelib/base/AbstractField.java * /tapestry/tapestry5/trunk/tapestry-core/src/main/java/org/apache/tapestry5/corelib/components/Submit.java
50483,,,,,,,Integrated in tapestry-trunk-freestyle #511 (See [https://builds.apache.org/job/tapestry-trunk-freestyle/511/]) ?•?ä?•?ä?•?ä?•?äTAP5-1628 minor rewording (javadoc only) bobharner : http://svn.apache.org/viewcvs.cgi/?root=Apache-SVN&view=rev&rev=1167084 Files : * /tapestry/tapestry5/trunk/tapestry-core/src/main/java/org/apache/tapestry5/corelib/base/AbstractField.java * /tapestry/tapestry5/trunk/tapestry-core/src/main/java/org/apache/tapestry5/corelib/components/Submit.java
50483,,x,,,,,Integrated in tapestry-trunk-freestyle #511 (See [https://builds.apache.org/job/tapestry-trunk-freestyle/511/]) ?•?ä?•?ä?•?ä?•?äTAP5-1628 minor rewording (javadoc only) bobharner : http://svn.apache.org/viewcvs.cgi/?root=Apache-SVN&view=rev&rev=1167084 Files : * /tapestry/tapestry5/trunk/tapestry-core/src/main/java/org/apache/tapestry5/corelib/base/AbstractField.java * /tapestry/tapestry5/trunk/tapestry-core/src/main/java/org/apache/tapestry5/corelib/components/Submit.java
50483,,x,,,,,Integrated in tapestry-trunk-freestyle #511 (See [https://builds.apache.org/job/tapestry-trunk-freestyle/511/]) ?•?ä?•?ä?•?ä?•?äTAP5-1628 minor rewording (javadoc only) bobharner : http://svn.apache.org/viewcvs.cgi/?root=Apache-SVN&view=rev&rev=1167084 Files : * /tapestry/tapestry5/trunk/tapestry-core/src/main/java/org/apache/tapestry5/corelib/base/AbstractField.java * /tapestry/tapestry5/trunk/tapestry-core/src/main/java/org/apache/tapestry5/corelib/components/Submit.java
50490,,,,,,,Integrated in tapestry-trunk-freestyle #515 (See [https://builds.apache.org/job/tapestry-trunk-freestyle/515/]) ?•?ä?•?ä?•?ä?•?äTAP5-1621 - Fixed test joshcanfield : http://svn.apache.org/viewcvs.cgi/?root=Apache-SVN&view=rev&rev=1167447 Files : * /tapestry/tapestry5/trunk/tapestry-ioc/src/test/java/org/apache/tapestry5/ioc/internal/services/TypeCoercerImplTest.java
50490,,x,,,,,Integrated in tapestry-trunk-freestyle #515 (See [https://builds.apache.org/job/tapestry-trunk-freestyle/515/]) ?•?ä?•?ä?•?ä?•?äTAP5-1621 - Fixed test joshcanfield : http://svn.apache.org/viewcvs.cgi/?root=Apache-SVN&view=rev&rev=1167447 Files : * /tapestry/tapestry5/trunk/tapestry-ioc/src/test/java/org/apache/tapestry5/ioc/internal/services/TypeCoercerImplTest.java
50490,,,,,,,Integrated in tapestry-trunk-freestyle #515 (See [https://builds.apache.org/job/tapestry-trunk-freestyle/515/]) ?•?ä?•?ä?•?ä?•?äTAP5-1621 - Fixed test joshcanfield : http://svn.apache.org/viewcvs.cgi/?root=Apache-SVN&view=rev&rev=1167447 Files : * /tapestry/tapestry5/trunk/tapestry-ioc/src/test/java/org/apache/tapestry5/ioc/internal/services/TypeCoercerImplTest.java
50490,,,,,,,Integrated in tapestry-trunk-freestyle #515 (See [https://builds.apache.org/job/tapestry-trunk-freestyle/515/]) ?•?ä?•?ä?•?ä?•?äTAP5-1621 - Fixed test joshcanfield : http://svn.apache.org/viewcvs.cgi/?root=Apache-SVN&view=rev&rev=1167447 Files : * /tapestry/tapestry5/trunk/tapestry-ioc/src/test/java/org/apache/tapestry5/ioc/internal/services/TypeCoercerImplTest.java
50889,,,,,,,Seems like this has all been done.
50889,,,x,,,,Seems like this has all been done.
50889,,x,,,,,Seems like this has all been done.
50889,,,,,,,Seems like this has all been done.
51694,,,,,x,,Yes; it's my mistake; I'm overlooked this property.
51694,,,,,,,Yes; it's my mistake; I'm overlooked this property.
51694,,,,,x,,Yes; it's my mistake; I'm overlooked this property.
51694,,,,,,,Yes; it's my mistake; I'm overlooked this property.
51837,x,,,,,,The change you want would be nice; but is simply not possible. The form data is either available or not; if there's a file upload exception; then none of the data submitted in the form is available to Tapestry. This is a function of the multipart/form encoding type and the underlying Jakarta FileUpload library.
51837,,,,,x,,The change you want would be nice; but is simply not possible. The form data is either available or not; if there's a file upload exception; then none of the data submitted in the form is available to Tapestry. This is a function of the multipart/form encoding type and the underlying Jakarta FileUpload library.
51837,,,,x,,,The change you want would be nice; but is simply not possible. The form data is either available or not; if there's a file upload exception; then none of the data submitted in the form is available to Tapestry. This is a function of the multipart/form encoding type and the underlying Jakarta FileUpload library.
51837,,,,,,,The change you want would be nice; but is simply not possible. The form data is either available or not; if there's a file upload exception; then none of the data submitted in the form is available to Tapestry. This is a function of the multipart/form encoding type and the underlying Jakarta FileUpload library.
51981,x,x,,,,,Thanks for the sample app; I updated it for 5.0.15 and verified the problem; then tried the fix. Had to modify the mixins to return false from beforeRenderBody(); but then everything worked as expected (the Any component omitted its body).
51981,x,,,,,,Thanks for the sample app; I updated it for 5.0.15 and verified the problem; then tried the fix. Had to modify the mixins to return false from beforeRenderBody(); but then everything worked as expected (the Any component omitted its body).
51981,,x,,,,,Thanks for the sample app; I updated it for 5.0.15 and verified the problem; then tried the fix. Had to modify the mixins to return false from beforeRenderBody(); but then everything worked as expected (the Any component omitted its body).
51981,x,x,,,,,Thanks for the sample app; I updated it for 5.0.15 and verified the problem; then tried the fix. Had to modify the mixins to return false from beforeRenderBody(); but then everything worked as expected (the Any component omitted its body).
52102,,,x,x,,,Due to limitations in JIRA; the resolution on some issues had to be changed; as part of removing the fix release from the issue. Only issues that are actually fixed should have a fix release.
52102,,,,,,,Due to limitations in JIRA; the resolution on some issues had to be changed; as part of removing the fix release from the issue. Only issues that are actually fixed should have a fix release.
52102,,,,,,,Due to limitations in JIRA; the resolution on some issues had to be changed; as part of removing the fix release from the issue. Only issues that are actually fixed should have a fix release.
52102,,,,,x,,Due to limitations in JIRA; the resolution on some issues had to be changed; as part of removing the fix release from the issue. Only issues that are actually fixed should have a fix release.
52309,,x,,,,,Integrated in Syncope-ROLE_PROVISIONING #4 (See [https://builds.apache.org/job/Syncope-ROLE_PROVISIONING/4/]) ?•?ä?•?ä?•?ä?•?ä[SYNCOPE-173][SYNCOPE-219] (Additional) Moving some classes to new packages as preparation for role-related workflow classes (Revision 1408258) [SYNCOPE-173][SYNCOPE-219] Moving some classes to new packages as preparation for role-related workflow classes (Revision 1408249) ?•?ä?•?ä?•?ä?•?ä?•?äResult = SUCCESS ilgrosso : Files : * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/init/ContentLoader.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/init/SpringContextInitializer.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/policy/AccountPolicyEnforcer.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/rest/controller/UserController.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/rest/controller/WorkflowController.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/sync/SyncopeSyncResultHanlder.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/resources/workflow.properties * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/resources/workflowContext.xml * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/test/resources/noopworkflow/workflow.properties * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/test/resources/noopworkflow/workflowContext.xml * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/test/resources/workflow.properties ilgrosso : Files : * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/init/ActivitiWorkflowLoader.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/init/SpringContextInitializer.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/policy/AccountPolicyEnforcer.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/rest/controller/UserController.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/rest/controller/WorkflowController.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/sync/SyncopeSyncResultHanlder.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/AbstractUserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/ActivitiUserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/NoOpUserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/UserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/activiti * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/role * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/AbstractUserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/NoOpUserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/UserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/ActivitiUserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/ActivitiWorkflowLoader.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeEntitiesVariableType.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeGroupManager.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeGroupQueryImpl.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeSession.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeSessionFactory.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeUserManager.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeUserQueryImpl.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/AbstractActivitiDelegate.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/AutoActivate.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/Create.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/Delete.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/GenerateToken.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/Reactivate.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/Suspend.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/Update.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/resources/userWorkflow.bpmn20.xml * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/resources/workflow.properties * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/resources/workflowContext.xml * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/test/resources/workflow.properties
