id,love,joy,surprise,anger,sadness,fear,comment
1398734_6,,,,,,,"On rerun I let it go for 20 mins, but apart from the database getting booted (derby.log) nothing at all showed up in any of the output files (i.e."
1398734_7,,,,,,,.tmp was empty).
1398734_8,,,,,,,During the 10.5.1.1 test cycle this test took about 5 mins (and passed).
1398734_9,,,,,,,"So, the original problem appears addressed (as I said, the 3 failing tests now pass), but I will investigate these behaviors, and run on another type of machine just to be safe."
1399944_7,,,,,,,I think I prefer this approach.
1411398_1,,,,,,,I remember that rule for line breaking in Japanese was very different from that of English.
1411398_2,,,,,,,"In English sentence there exists space between words and
that space tells where the line can be breaked."
1411398_3,,,,,,,"However, Japanese sentence does not have such a useful space between words."
1411398_4,,,,,,,"As I knows, only punctuation tells where the line can *not* be breaked."
1411398_6,,,,,,,This may be well known problem in i18n in typography ....
1417110_1,,,x,,,,Can this be closed?
1422617_2,,,,,,,derbynetmats had no failures.
1423346_2,,,,,,x,I too am concerned about the  DRDA 255 byte character string limit.
1424522_1,,,,,,,You can close this out.
1429235_2,,,,,,,plz fix it properly till tomorrow Ort I'll close this for 0.4 again.
1429746_1,,,x,,,,What was the outcome of the discussion?
1429746_2,,,,,,,Afair we settled on not implementing this as logging is hell anyway and we do not like to introduce just another logging framework.
1429746_3,,,,,,,Also we would need to handle Serialisation which is _only_ implementable in a performant way if you know the underlying logging framework.
1434006_2,,,,,x,,"I almost forgot, as I received the email notification on the weekend."
1444585_1,,x,,,,,Holy crap that worked!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
1459591_2,,,,,,,I'll open one now so I don't forget.
1460757_2,,,,,,,Think you could make a failing test case and/or patch to show the behaviour?
1462558_7,,,,,,,But I could join them.
1488789_1,,,,,,,"For VMware, we noticed that there are several places requiring cleanup of staging storage object, which requires a generic approach to thoroughly fix them, and cannot make it in 4.2.0."
1524006_1,,,,,,,"OK, this solution sucks, and since people are relying on these scripts instead of using tools like ant, we need to give them the ability to upgrade these tools without having to create a new project."
1524006_2,,,x,,,,Any ideas? 
1539694_6,,x,,,,,"I think SSTableDeletingTask is a good spot, I just wasn't sure if that would be appropriate."
1541857_1,,,x,,,,Why is it unsafe to share filter in SelectStatement for NQF?
1550511_2,,,,,,,Looks like you need to report this to the high-scale-lib project.
1564457_1,,x,,,,,"Nice try :-)

I was Mr I dont believe in magic from the very beginning."
1564457_2,,,,,,,I thought that there are some common cases like tail and head caching or exclusion of columns that could be implemented.
1564457_3,,,,,,,But never mind - maybe the proposed cache is all greatness.
1564457_5,,,,,,,So to prevent a rude awakening for some users it might be cool to provide some means (config or whatever) that works similar as the current version.
1564457_6,,,,,,,Or at least schedule this for a release which allows for a downgrade.
1567293_3,,,,,,,"Gotta show off the shinies first, of course."
1572610_3,,,,,,,So we convert Scanner back into an Iterator over a lazily fetched Slice subclass?
1578235_1,,,,,,,Disagree.
1588978_10,,,,,,,"For *all* this protocols/endpoints, Camel already offer consumers."
1598805_1,,,,,,,Closing all 1.6.0 issues
1617796_8,,,,,,,"I'm very, very keen on preserving backwards compatibility."
1628616_1,,,,,,,The Calculator sample now works with SimpleAxisServer.
1642698_1,,,x,,,,"Is there any documentation how to use axis2-wsdl2code-maven-plugin, with jibx binding, and how on hell you define 
xmlns:tns from you binding file"
1646110_4,,,,,,,Do you think you can make us a minimal test case which demonstrates the problem?
1658506_2,,,,,,,Please close AXIS-2271 if that patch is taken.
1660328_9,,x,,,,,Are we on the good path...
1710387_1,x,,,,,,hi Dan!!
1718151_1,,x,,,,,"Wow, sure!"
1729265_5,,,,,,,"This practice in general seems really confusing to me, this bug is refed in the 1.5.0 release notes tagged in svn. "
1729498_1,,,,,,,I think all properties and permissions should be maintained.
1778787_1,,,,,,,"Well I'm not sure what was happening, but I just upgraded to Spring 1.2 final and this issue does not happen anymore."
1778787_3,,,,,,,It really *did* happen in an earlier version though....
1787887_1,,,,,,,I disagree.
1787887_2,,,,,,,The manual should provide sufficient insight into the important use cases.
1787887_3,,,,,,,People tend to review javadoc when things don't go as expected or are unclear.
1787887_4,,,,,,,"In my case, I wrote a custom filter, fucked around with the configuration getting it to work, which means you really have to get into it."
1787887_5,,,,,,,etc.
1787887_6,,,,,x,,"2,5 hours gone."
1787887_7,,,,,,,"I reviewed javadoc but, right or wrong, I didn't come across this."
1787887_8,,,x,,,,Google was also strangely quiet.
1796476_1,,,,,x,,"I'm new to Spring Integration, so forgive me for the stupid things I might say."
1800179_1,,,,,,,stupid autoresize option doesn't resize it correctly
1805685_3,,,,,,,) - it should be in AJDT in a couple of days.
1817942_1,,,,,,,I am sufficiently archaic as to have only a pre-ANSI-C K&R.
1817942_2,,,,,,,"You can put *expressions* separated by commas in a for, even back then: 
  for (i=1, j=100; i<j; i++, j--) 
But I guess that the tweak to allow *declarations* there only has one."
1825414_1,,,,,,,I was surprised to see this issue still getting so much commentary.
1825414_2,,,,,,,"I'm going to jump back to Robert's initial pushback here:

""1."
1825414_21,,,,,,,"I understand job execution creation needs to be atomic, but I don't think it implies the whole logic around creating job execution must be handled by repository."
1825414_3,,,,,,,Using technical tricks like automatically appending parameters to create unique JobInstance makes alarm bell ring - we should not be trying to do clever arbitrary things in classes that form the foundation of the framework.
1825414_4,,,,,,,If job instance has a lifecycle that ends with first successful execution we should refuse to start the same job instance ever after.
1825414_6,,,,,,,"We described before that there are times that operators, for whatever reason, what's to restart a job with the same instance."
1825414_7,,,x,,,,It could be something as stupid as accidentally deleting the output file.
1825414_8,,,,,,,So it's like getting a new copy.
184201_7,,,,,,,My bad.
187748_25,,,,,x,,"My 
apologies for the confusion."
190531_1,,,,,,,Same goes for fontSize and fontWeight and other font styles.
192370_6,,,,,,,"But on the other hand I also think, if the processor has to do this initialization activity (i.e."
195182_1,,,,,,,"Yeah it helps, though I was more questioning whether there's not already a
boolean that keeps track of this, but apparently not."
1990074_2,,,,,,,Seems a bit restrictive to me that using rich:comboBox with s:convertEntity only displays entity IDs in the combo.
1990074_3,,,,,,,"""rich:comboBox is not a select component by nature"" - so what is it then if it's not used for selecting stuff?"
2014921_1,,,,,,,Guys this defect is 5 years old now.
2024396_2,,,,,,,"If it's a regression, please open a new ticket."
2059085_1,,,,,,,"Yeah, I didn't mean to imply that setting a null value was the problem, which is why I changed my comment to denote the problem was actually in the federated connector."
2059085_2,,,,,,,It appears to be a simple cast to the wrong type (from a copy/paste error during coding).
2077144_3,,,,,,,I'll copy that into a LICENSE.txt file.
2085431_3,x,,,,,,Thanks.
2096621_1,,,,,x,,Sorry...
2096621_3,,,,,,,The instructions are fine.
2096621_4,,,,,,,Not sure how I got that all wrong.
2096621_5,,,,,x,,Sorry again.
2127189_3,,,,,,,Note to self: Always check for platform-dependent behavior!
2127189_4,,,,,,,"I've tested with Ruby 1.8, Ruby 1.9, JRuby, and even Rubinius, but all on Linux."
2127189_5,,,,,,,This lack of proper documentation on the standard Ruby API drives me mad.
2127189_7,,,,,,,Should this be raised to Ruby core folks to get the clarification?
2132048_2,,,,,,,Someone either needs to write a custom XSD and link it to the document or we need to disable validation for those examples pending another solution.
2148299_1,,,,,,,This request is unclear.
2148299_3,,,,,,,Why are you asking us for samples?
2153268_2,,,,,,,"I'm reopening the issue, and Graeme will attach a new key which should be an OpenSSH SSH2-DSA key hopefully."
2153268_3,,,,,,x,Crossing fingers...
2162609_2,x,,,,,,Looking forward to your patch.
2181040_10,,,,,,,Nobody is able to tell what will happen here if something does not work.
2181040_12,,,,,,,Additionally... GroovyShell doesn't care about threading.
2181040_13,,,,,,,"And even if it would be, who makes sure that the context loader at the time the shell was created is the same as the context loader at the time the shell is used?"
2181040_14,,,x,,,,Can we even be sure that the thread is the same?
2181040_15,,,,,,,Logic like that has nothing to do with GroovyShell in my eyes.
2181040_16,,,,,,,"If a threaded management is needed, then a new class should be used, that ensures the conditions are fulfilled.... that is at last that the context loader is unchanged."
2181040_17,,,,,,,"I know, in your webapp this condition might be fulfilled, but GroovyShell is not special to web applications. 
"
2181040_2,,,,,,,"GroovyClassLoader does not know Groovy classes, the parent *must* know them."
2181040_3,,,,,,,Because of that the default parent is the same loader as the loader that loaded the class GroovyShell - this loader knows the groovy classes.
2181040_4,,,,,,,Setting the context class loader would require a test if the context loader knows Groovy classes and if this class is the same as the expected loader... what do we do if that is not the case?
2181040_5,,,x,,,,Throw an exception?
2181040_6,,,,,,,"I don't want to put too much magic in the classloader structure, because it becomes messy as hell in an instant."
2263196_2,,,,,,,Maybe first see the results of the discussion at: http://www.nabble.com/Undocumenten-constraints---consistency-of-templates-td21863067.html
2264018_1,x,,,,,,Thanks for the info David.
2264018_3,,,,,,,I'll make that change and close the issue.
2350557_1,,,x,,,,Woo hoo!
238731_1,,,,,,,Why attach the page?
2418584_6,,,,,,,"In other words, using the setGenerateImportedSchemas() setter or not obviously makes a difference, and given the fact that your main XML schema imports/includes the other one, I'd suggest that you change your code generation strategy."
2418584_7,,,,,,,That's basically all I am saying.
247770_1,,,,,,,I know this is a closed issue but here goes anyway.
248234_2,,,,,,,"First, there are some backwards compatibility concerns."
250193_1,,,,,,,"Clearly you don't understand the goals of Velocity or this is one hell of a
humor piece."
291420_2,,,,,,,Is this according to the spec?
291420_3,,,x,,,,Do I miss something there?
302211_9,,,,,,,"Of course, in the end, I'm not the one you need to convince, as I'm not a maintainer :)"
303755_1,,,,,,,"The ci server does not close issue only comments on them, I closed this issue."
305928_1,,,,,,,"This is a really cool idea, but I don't think this is going to make it into TRUNK before the 0.4 branch gets cut."
307884_1,,,,,x,,Forgot ASF grant.
319373_1,,,,,,,Duplicated here TAP5-1017
322581_3,,,,,x,,It was my mistake.
327900_1,,,,,x,,I'm sorry for making it confusing.
337057_1,,,,,,,Fixed in nightly build 20020623.
349845_2,,,,,,,The reason the tests weren't failing is because i was an idiot and hadn't configured the queryResultCache properly in the test configs.
349845_3,,,,,,,"now that i've made the tests fail, i can finally start trying to figure out why the tests fail."
351191_2,,,,,,,SOLR-5232: SolrCloud should distribute updates via streaming rather than buffering.
362807_2,,,,,,,"Maybe instead of overlays, try configuring maven-war-plugin {{<packagingExcludes>}}: http://maven.apache.org/plugins/maven-war-plugin/examples/skinny-wars.html"
363144_7,,,x,,,,"I wonder if we could do some sort of auto-detect

I'll poke -- getStream().mark()/reset() can probably work for XML/JSON but it may break things for javabin
"
367902_1,,,,,,,"Erick,
  First of all, anyone upgrading should examine CHANGES.txt which would certainly have a note on this explicitly in the upgrading section of that document."
367902_2,,,,,,,"Secondly, most point-release upgrades people do are ones in which the config stays the same."
367902_3,,,x,,,,"Thirdly, the scenario you present in which someone copies a subset of their 3.5 schema would only error if that person ALSO chose to omit the defaultSearchField declaration -- but why would they do that?"
367902_4,,,,,,,"Besides, I don't think there should be any expectation of ""it'll just work"" if you copy some arbitrary subset of an old schema into a new example config."
367902_6,,,,,,,"If that's true, it'd be nice if we had a standard way to annotate such code so we can methodically remove the old stuff."
367902_7,,,,,,,"""@deprecated"" isn't enough because it's just at the method/class level, not an internal if branch."
369046_1,,,,,,,"{quote}
you lost me there ... they can use the exact same configs – that's kind of the point: testing the exact example configs as we ship them (with <lib/> declarations that point at dirs which may or may not contain jars depending on what contribs are built; and request handler / response writer declarations configured that use lazyloading to dynamic load things as needed."
371904_1,,,,,,,Ah - i jumped the gun on you.
371904_10,,,,,,,This has been the history of Lucene and the thing about the project that I admired most - heavy hands where checked at the door.
371904_11,,,,,,,"I'm no angel, and I'm not perfect about this myself."
371904_12,,,,,,,But I still try and police it because I think its important.
371904_2,x,,,,,,That is useful advice (call me biased if you'd like).
371904_3,,,,,x,,"Honestly, there is no way around this issue - of course we must discuss and come to some solution regarding Lucene/Solr at this point."
371904_6,,,,,x,,"In the past, I have enjoyed working with everyone here."
371904_7,,,,,,,My personal beef in this issue is not with that though - I simply am very offended by heavy handed reverts and such.
371904_8,,,,,,,I feel the same way about JIRA.
371904_9,,,,,,,Words before action in my book - many words - hard as that can be for all of us sometimes.
400595_2,,,,,,,explanation on SM-623
430584_2,,,,,,,Should this issue be closed?
441150_1,,,x,,,,Didn't we just do this a month ago?
463810_3,,,,,,,"Thus, the case is closed as non-reproducible."
485193_1,,,,,,,The included things (usually chars or tokens) in the span are represented here as an interval and the end point is excluded.
485193_2,,,,,,,"Have a look here:
https://en.wikipedia.org/wiki/Interval_(mathematics)#Excluding_the_endpoints"
485900_4,,,,,,,"If the dictionary were created with the flag to true, then all entries would use a case sensitive comparison."
492465_2,,,,,,,This JIRA will be closed.
510646_2,,,,,,,I think this is the third one you created in the same day?
511125_1,x,,,,,,"HI Anahita,

Your patch tested successfully."
512297_1,,,x,,,,"Hi Amardeep,

Are we sure that this does not introduce any side effects, regressions?"
520534_1,,,,,,,"Hi Jacques,

The http*.jar are Release 4.0."
528244_2,,,,,,,So now I have convert again all the head3 to h3 and now seams to me better.
568358_1,,,,,,,"hi charlie,

if you request this feature for myfaces-core (the jsf impl itself), you have to file the issue at https://issues.apache.org/jira/browse/MYFACES

regards,
gerhard"
571429_10,,,,,,,A message is already logged.
571429_11,,,,,,,Continue processing is the right way i think.
571429_2,,,,,,,@ 1.
571429_4,,,x,,,,It's a feature which seems to be enabled by default.
571429_5,,,,,,,Its implemented in a normal release.
571429_7,,,,,,,@2.
571429_8,,,,,,,"That would be a improvement in trinidad, but that doesn't solve the core problem in MyFaces."
571429_9,,,,,,,@3.
576635_2,,,,,,,I will make the change for 2.2.
579540_2,,,,,,,That's why I need to ask questions now when I want to understand the current logic (as it is not logical for me).
579540_4,,,,,,,If I put my hands in the code to fix stuff myself I will probably introduce something that is illogical for you (e.g.
579540_5,,,,,,,"the logical solution to me was to add the methods to the interface) so I guess I did the right thing opening this bug and asking for your opinion and I can't accept your ""for the sake of sweet Jesus"" in reply."
580699_4,,,,,,,"In many ways, I think that the support for 3rd part performance and health monitoring is already there."
609839_2,,,,,x,,My misunderstanding.
613205_10,,,,,,,5% seems pretty low.
622456_1,,,,,,,We can use a BlockingQueue to make the patch simpler
631497_4,,,,,,,I think we should distinguish between the two
642894_2,,x,,,,,I think this is pretty close to being ready.
643910_1,,,,,,,"{quote}
viewColumn v.s."
643910_5,,,,,,,"{quote}

Neither of these produce a copy."
655910_14,,,,,,,it's not a merge setting and I think it's rather confusing today since we take the merge setting and use it for indexing.
661044_5,,,,,,,More tomorrow.
661139_1,,,,,,,"Same for the settings.xml with cleartext password (this caused my initial 401 problem, no way in hell im leaving such a thing around on my computer)."
661139_2,,,,,,,Maybe ant could read the password like it does for GPG and handle this for us?
663103_4,,,,,,,Thats why I think its good to keep them (of course as short and minimal as possible).
670169_6,,,,,,,"I think if you use either LogDoc/ByteSizeMergePolicy, forceMerge also
does what it says."
673988_4,,x,,,,,It's great to see you've gotten the ball rolling Chris.
680798_23,,,,,,,"{quote}

I fail to see why that is a bad thing if we're looking at the rare scenario of having to postpone the sorting decision to search time."
681152_3,,,,,,,"If we're so bent on backcompat, I suggest deprecating one of these methods now and removing it in next major release."
681354_3,,,,,,,"The patch also removes FreqProxMergeState, because we don't have to interleave posting lists from different threads anymore of course."
681354_3,,,,,,,"The patch also removes FreqProxMergeState, because we don't have to interleave posting lists from different threads anymore of course."
684394_3,,,,,,,"Easy to say we can come back to this, easy not to."
691763_2,,,,,,,"ConstantScoreQuery and FilterQuery need to AND the filters
  together."
699597_17,,,,,,,It uses a parallel benchmark that roughly models what our real-life benchmark is like.
704598_2,,x,,,,,"I'll be happy to edit the wiki when I get this
resolved!"
708322_3,,,,,,,"Too bad we don't have the power to do that... ;-)

Here's what I think should be happening:

Internally, absolutely everything should be handled UTF-8 for consistency's sake."
711826_6,,,,,,,Nobody has any permissions unless explicitly granted.
711848_5,,,,,,,"While I am not a spokesperson for my employer, by my
assessment their interests are aligned with mine -- they sponsor my work, and
as a consumer of the products that I contribute to, it would be bad for them
if their investment were to be harmed."
735158_6,,,,,,,and close this issue ?
740211_1,,,x,,,,How should integer division work for decimals and floating point?
740211_2,,,,,,,e.g.
740211_3,,,,,,,should the following be true?
740211_4,,,,,,,"4.5 quotient 1.5 => 3
5.9 quotient 1.5 => 3
"
742851_7,,,,,,,"OFFSET X LIMIT N

(slice X _
  (top (N ...)
    (...)
  ))

that is, put a slice over the ""top"" and apply the top to N+X."
746297_20,,,,,,,I will make the change.
784385_13,,,,,,,I think I would be happy with a process where a weinre build is kicked off for every commit to master.
795061_1,,,,,,,"Hi,

Could u please change the moderator of this list to,
Davanum Srinivas : dims@apache.org

Chamikara"
799225_1,,,,,,,"Okay, ""unfortunately"" nothing  abnormal there."
807596_1,x,,,,,,"Hi John,

I would agree, using object notification is probably a cleaner way to do this."
850349_9,,,,,,,"Otherwise, the constant will be converted
  to DOUBLE."
875830_2,,,,,,,"{quote}
Dear Azuryy Yu,

This message acknowledges receipt of your ICLA, which has been filed in the Apache Software Foundation records."
890867_3,,,,,,,Contributed by Ashish Singhi.
900441_1,,,,,,,It will be taken care as part of HADOOP-7642.
921721_4,,,,,,,I think the rename should follow the same pattern.
954089_6,,,,,,,"If so, make the formatting same as it is for rest of codebase on commit?"
957374_1,,,,,x,,Which API at the thrift client you are referring?
977944_2,,,,,,,Neither is the rest of this.
980254_1,,,,,,,I'll make an updated patch.
987792_3,,,,,,,I think this is what caught me the first time I tried this
988452_2,,,,,,,I'm going to close this out.
711843_1,,,,,,,"Marvin, I've clogged these lists too often today, so I'll just say this to you.
"
711843_2,,,,,,, Under copyright law there are several potential kinds of damages one can obtain for infringement.  
711843_3,,,,,,,The only forms of damage that make practical litigation sense in the FOSS world are *statutory damages* and *attorney's fees*. 
711843_4,,,,,,,"To obtain those kinds of damages, a copyright notice is required. "
711843_5,,,,,,,"(There are other requirements for these types of damages also, all described in 17 USC 401 et seq.) OTOH, if you want to waste your time proving *actual infringement damages* for free software, don't bother with a notice, but also don't bother trying to find an attorney to argue your case.  "
512383_1,,,,,,,Forgot to close
1149971_1,,,,,,,I forgot to resolve this bug.
1028436_4,,,,,,,I think there is enough there to close the issue.
1530839_2,,,,,,,sigh.
1410525_13,,,,,,,"CASE_SENSITIVE boolean=> TRUE
   9."
212942_1,,,,,,,"Ummm, did you forget to annex the patch Toby?"
1320755_2,,,,,,,You cannot load classes from a bundle after the framework shuts down.
1533424_3,,,,,,,"Of course, none that should really matter ."
1659889_4,,,,,,,Of course this means that I can't compile/build the code using AxisRC3.
579996_11,,,,,,,"Clearly, one Visitor interface just can't satisfy everyone."
910759_5,,,,,,,This is going to be a big performance hit.
352557_4,,,,,,,Committing shortly.
948263_4,,,,,,,Any objections to committing the security.rb part from the trunk patch to the 0.95 branch now?
248803_8,,,,,,,"Like skip.jar.loading= true
once ---> Proposed behaviour."
582733_1,,,,,,,Is not really needed I guess.
953981_7,,,,,,,"Then, what's the story for code reuse for different flushers."
997096_12,,,,,,,"""else { this.services.getAssignmentManager().assign(e.getKey(), true); }"" is called for another assignment."
810726_1,,,,,,,OK.
1216174_1,,,,,,,It is ok for goog.requires to be missing.
1216174_3,,,,,,,It is not ok for the interface reference not be fully qualified.
675571_1,,,,,,,"OK, done, added some more javadocs as well."
681403_5,,,,,,,"), then I'm ok with that as well."
253901_1,,,,,,,Ok.
754664_1,,,,,,,OK to commit to 1.4.4
904000_5,,,,,,,"Also, I find the name ""stillGoodJournals"" confusing, because when a journal was found to be bad, in the ""// do the sync"" block, it isn't removed from the ""stillGoodJournals"" list."
948729_4,,,,,,,"With balancer initialy at true:
{code}
hbase@node3:~/hbase-0.94.3$ bin/graceful_stop.sh --restart --reload --debug node6
Disabling balancer!"
1468545_4,,,,,,,I just hope it does wait forever on sockets or anything stupid like that...  but we'll see.
165429_10,,,,,,,"Unrelated, should the PBImpls be moved from yarn-api to yarn-common (They're private anyway)."
165429_31,,,,,,,"Unrelated, should ApplcaitionTokenIdentifer be renamed to something like AMTokenIdentifier ?"
914301_3,,,,,,,This also seems pretty reproducible.
1412206_5,,,,,,,"if (!jj_semLA || jj_3R_60()) return true;
    if (jj_3R_61()) return true;
    return false;
  }

The simple fix could be to wrap the lookingAhead assignment  after the call within finally block."
1400871_21,,,,,,,"The true
  usages are found in calls to executeSubstatement now."
801851_3,,,,,,,"But, even if it wasn't it would be totally worthless where it is at."
1456980_1,,,,,,,@filipe I forgot the case where includes are in include/js (or mozjs).
894752_2,,,,,,,"audit warning seems to be due to ""hadoop-hdfs-project/hadoop-hdfs-httpfs/dev-support/findbugsExcludeFile.xml"" 

javadoc warnings also seem to be unrelated. "
339913_2,,,,,,,"But, if the expression isgraph(wctob(wc)) evaluates to true
(which cannot occur for wc == L' ' of course), then either iswgraph(wc) or iswprint(wc)
&& iswspace(wc) is true, but not both."
1379910_17,,,,,,,"If that's not true, then you can pretty
much ignore everything in this particular comment..."
1124113_2,,,,,,,It just depends upon how smart the plug in framework and the actual plug in is.
1171690_5,,,,,,,"Plus, of course you don't have to hardcode the name of the jarfile."
1148330_21,,,,,,,"Currently, we just assume it might be a laggard and thus isSlowTracker() will return true."
439302_13,,,,,,,Rajith: This is actually not true.
999470_1,,,,,,,"@ Thomas

Your framework is available?"
220343_1,,,,,,,The latest  patch for SimpleURIResolver and resolver framework.
610778_1,,,,,,,"Matt, what's the cut-off date for providing a patch?"
1471705_6,,,,,,,"br,
Matt"
523917_4,,,,,,,"*.. info.ftl might have confused you :)

Divesh"
1133185_1,,,,,,,> I'm confused.
647874_1,,,,,,,Pretty fancy.
629125_2,,,,,,,"Though it is still a possibility, it is pretty corner-case."
1734902_1,,,,,,,I think there were a mistake.
1013237_40,,,,,,,Of course this is debatable.
1393183_2,,,,,,,"Of course, I have en_US for my locale."
1462538_7,,,,,,,For testing purposes of course...  
1473345_1,,,,,,,True enough....
1191331_1,,,,,,,"This is also true for ""ACCT"", ""MLSD"", ""OPTS"" and ""REIN"""
1088268_2,,,,,,,That is not true.
185641_19,,,,,,,Default is true.
252097_5,,,,,,,"Therefore Visa.matches() will now
return ""true"" for Mastercards, too."
916011_4,,,,,,,"Yes, that's true."
927444_147,,,,,,,True.
376487_1,,,,,,,Definitely true!
1028804_2,,,,,,,Pull it back in if you think different.
1354462_3,,,,,,,But that's of course completely unrelated to your patch.
762102_1,,,,,,,"duplication of such a small amount of trivial code is far less evil than yet
another dependency."
1344288_1,,,,,,,"This might be a stupid comment but shouldn't ""keyDerivationeterceptor"" be ""keyDerivationInterceptor""?"
808440_2,,,,,,,"HttpClient stock code is JDK 1.2
compatible (hell 1.2 is old)."
1029986_18,,,,,,,The first step is of course selling us through our site.
1542459_1,,,,,,,"Brandon's pretty confident, but I'd rather not cram it into a minor release just in case there's something we missed.  "
1494522_3,,,,,,,"I encounter the same NullPointerException in the 4.1.0 source code release, but currently I don't have a git 4.1 environment to verify it."
921876_1,,,,,,,"Matt, are you still working on this?"
1212414_2,,,,,,,"But in any case, please keep things simple and stupid :)

"
354030_1,,,,,,,"James, I think it is time to do some of the tasks that you have outlined and I'm willing to do the work."
616442_11,,,,,,,I'm fairly convinced that signing is the only way to go without turning the knobs so far up that the AM is pretty useless (no images!
1525684_2,,,,,,,Start an app with all network connections off and try to do a console.log(navigator.onLine) and it will return true.
802775_3,,,,,,,Please do not forget about adding the ASL header to all new classes.
422950_6,,,,,,,Matt
426359_10,,,,,,,Matt
563727_3,,,,,,,I will take this into account of course.
642690_1,,,,,,,Ah of course.
333667_5,,,,,,,"Are there other parts of your app that
interact with or manipulate the ""course"" bean or its ""labKits"" collection?"
247877_5,,,,,,,"The name for all of them was thus pretty obvious, except for engine.evaluate(...) and #evaluate(...)."
1138883_2,,,,,,,Must have been confused.
1142125_4,,,,,,,"Of course, that would be a separate bug..."
797050_1,,,,,,,"Of course, I meant 2.1.8 beta, not 2.1.8 dev."
1188068_7,,,,,,,This seems backward to me (but of course I'm no expert in this area).
812311_2,,,,,,,Specially the framework.
1079285_3,,,,,,,"This may fit for Pregel, but not for our Framework, since our communication is much more expensive."
1043215_2,,,,,,,"Patch is pretty trivial, but gives +15% on MT/SerialBench on 2-core Core2."
752788_1,,,,,,,"OK, works for me."
948627_2,,,,,,,Please re-open if I'm confused.
577959_2,,,,,,,I must admit I'm a little confused by this one.
901480_2,,,,,,,You mixing fd and HostComparator confused me.
974296_8,,,,,,,Otherwise the HTable and the HConnection will get very confused.
291117_1,,,,,,,"Of course, there is no NotNullException."
582041_2,,,,,,,"of course, it could be built on the fly..."
697378_2,,,,,,,"Of course, this only applies if someone where to finish 831 and it where accepted..."
183938_7,,,,,,,"Of course if you're writing your own serializer, it's your responsiblity to deal 
with this appropriately."
736235_23,,,,,,,After a while that .api package will get pretty crowded too.
923019_2,,,,,,,I will post a new patch pretty soon.
526030_1,,,,,,,"Framework translations in rev 701679.
"
806565_1,,,,,,,How about a slightly different take?
797855_2,,,,,,,Damn copy/paste programming.
753589_1,,,,,,,Pretty impressive.
884638_2,,,,,,,"If so, that's a pretty bad admin experience."
1180608_9,,,,,,,It seems pretty reliable.
739574_14,,,,,,,"I think the ability to hotswap a valve or even an entire pipeline, real-time is pretty damn kewl!

"
1396355_1,,,,,,,"Well, your static analysis seems pretty persuasive to me."
582207_1,,,,,,,What mocking framework should be used for the webui?
1064886_7,,,,,,,The framework is incomplete without it.
344362_1,,,,,,,"In revision 1064741, the framework is functional and activated for the enhancer."
675492_4,,,,,,,"At least it was intuitive for me, and I am pretty new to all this."
1027863_2,,,,,,,Is there a way to stop the hbase with the regionserver dead?
142826_1,,,,,,,"If I am not wrong, the follower that is stuck never accepts the leadership of the Leader in the ensemble, because it is an established ensemble and it sees no quorum in it."
934190_2,,,,,,,The 0.95 branch is dead and defunct.
305075_4,,,,,,,"I'm assuming it's bytes since the variables are named 'buf', as opposed to the 'str' names used in the protocol APIs, but want to double-check."
1629813_2,,,,,,,But I didn't get any memory errors.
1110621_4,,,,,,,It was confusing for me too.
371565_1,,,,,,,Hmmm... confusing.
525362_4,,,,,,,"Doing things based on an organizationPartyId associated with the user is BAD BAD BAD, and basically kills the multi-organization support in OFBiz."
1195552_1,,,,,,,I deleted the original attached files because they contain company informations that I'm not allowed to disclose.
942970_16,,,,,,,So I'm totally +1 for the HBASE-8723 patch.
1010631_15,,,,,,,The verification of state over in timeout monitor before acting is another aspect?
544748_3,,,,,,,The number of failed tests is pretty high compared to last time's performance (67 bad vs 3 last time).
559554_2,,,,,,,Too late I'm away to bed and have lost concentration.
746320_6,,,,,,,Converting to a double[ ] is where the precision is lost.
691777_3,,,,,,,"And PayloadTermQuery lost an ""if (includeSpanScore)""?"
706410_3,,,,,,,I'll have to bisect the revision since when it is broken and this could take some time.
255447_1,,,,,,,The CDE is using the base UIMA framework to get the metadata.
720901_17,,,,,,,"However I'd be interested if later, this functionality can also be used by ServiceMix, i.e."
368737_2,,,,,,,It's named .gitignore which may be confusing.
918780_3,,,,,,,The original replica of RUR may in finalized state.
1409700_7,,,,,,,I just noticed that!)
1453222_1,,,,,,,"volatile prevents the variables from being cached in the registers and creates a memory barrier, so that's not that surprising to see an impact on the performances."
1321602_1,,,,,,,The Felix framework does not support exporting/importing the default package.
507011_1,,,,,,,Yep my bad too - I didn't look and was just guessing at what the problem was.
483210_6,,,,,,,"- the computedHashCode() didn't use the a single ""qualifier"", now it does."
255447_3,,,,,,,"Even during the full-blown ""validation"" of the descriptors (done just before ""saving""), the CDE is invoking the base UIMA framework in  special mode to prevent instantiation."
906649_3,,,,,,,"Move startTime from DecommingStatus to DatanodeDescriptor so startTime could be used to represent either decommissioning or dead start time;
2."
1583673_2,,,,,,,"once this error occurs, the route cannot be used any more."
725456_3,,,,,,,However controller passing live brokers minus shutting down brokers as live leaders in the LeaderAndIsrRequest sounds like a premature optimization and a bug.
202285_1,,,,,,,The memory stream transformation core-dump was the same case (rb_tree - erase).
